sessionnum,roundnum,playerid,previouslytie,nowtie,playeraction,alteraction,otherD,act,break_,make,state,CC,DD
10,3,1029,0,1,C,D,1,1,,1,CD,0,0
10,3,1017,0,0,D,D,1,0,,0,DD,0,1
10,3,1027,0,1,C,C,0,1,,1,CC,1,0
10,3,1000,0,0,D,D,1,0,,0,DD,0,1
10,3,1011,0,1,D,C,0,1,,1,DC,0,0
10,3,1005,0,1,D,C,0,1,,1,DC,0,0
10,3,1006,1,1,D,D,1,0,0,,DD,0,1
10,3,1030,0,1,D,C,0,1,,1,DC,0,0
10,3,1008,0,0,C,D,1,0,,0,CD,0,0
10,3,1021,1,0,C,D,1,1,1,,CD,0,0
10,3,1018,0,1,D,C,0,1,,1,DC,0,0
10,3,1029,0,1,C,D,1,1,,1,CD,0,0
10,3,1027,0,1,C,C,0,1,,1,CC,1,0
10,3,1014,0,0,D,D,1,0,,0,DD,0,1
10,3,1005,0,1,D,C,0,1,,1,DC,0,0
10,3,1017,0,1,D,C,0,1,,1,DC,0,0
10,3,1008,0,0,C,D,1,0,,0,CD,0,0
10,3,1013,0,0,D,C,0,0,,0,DC,0,0
10,3,1006,0,1,D,C,0,1,,1,DC,0,0
10,3,1011,0,1,D,C,0,1,,1,DC,0,0
10,3,1030,0,1,D,D,1,1,,1,DD,0,1
10,3,1024,1,0,D,D,1,1,1,,DD,0,1
10,3,1008,0,0,C,D,1,0,,0,CD,0,0
10,3,1018,0,1,D,D,1,1,,1,DD,0,1
10,3,1003,1,1,D,D,1,0,0,,DD,0,1
10,3,1006,0,1,D,C,0,1,,1,DC,0,0
10,3,1017,0,0,D,D,1,0,,0,DD,0,1
10,3,1024,1,0,D,C,0,1,1,,DC,0,0
10,3,1030,0,0,D,D,1,0,,0,DD,0,1
10,3,1021,0,1,C,C,0,1,,1,CC,1,0
10,3,1005,0,0,D,C,0,0,,0,DC,0,0
10,3,1017,0,0,D,D,1,0,,0,DD,0,1
10,3,1030,0,0,D,D,1,0,,0,DD,0,1
10,3,1024,0,1,D,C,0,1,,1,DC,0,0
10,3,1002,1,0,C,D,1,1,1,,CD,0,0
10,3,1021,0,0,C,D,1,0,,0,CD,0,0
10,3,1012,1,0,C,D,1,1,1,,CD,0,0
10,3,1005,0,1,D,D,1,1,,1,DD,0,1
10,3,1024,0,1,D,D,1,1,,1,DD,0,1
10,3,1002,1,1,C,C,0,0,0,,CC,1,0
10,3,1002,0,0,C,D,1,0,,0,CD,0,0
10,3,1010,1,1,C,C,0,0,0,,CC,1,0
10,3,1012,1,0,C,C,0,1,1,,CC,1,0
10,3,1010,0,0,C,D,1,0,,0,CD,0,0
10,3,1012,0,0,C,C,0,0,,0,CC,1,0
10,3,1012,0,0,C,C,0,0,,0,CC,1,0
10,3,1007,1,1,C,C,0,0,0,,CC,1,0
10,3,1003,0,0,D,D,1,0,,0,DD,0,1
10,3,1007,1,0,C,D,1,1,1,,CD,0,0
10,3,1007,0,0,C,D,1,0,,0,CD,0,0
10,3,1003,0,1,D,C,0,1,,1,DC,0,0
10,3,1007,0,1,C,C,0,1,,1,CC,1,0
10,3,1007,0,0,C,D,1,0,,0,CD,0,0
15,1,1500,1,1,D,C,0,0,0,,DC,0,0
15,1,1513,0,1,C,C,0,1,,1,CC,1,0
15,1,1514,1,1,C,C,0,0,0,,CC,1,0
15,1,1509,1,0,C,D,1,1,1,,CD,0,0
15,1,1514,1,1,C,C,0,0,0,,CC,1,0
15,1,1505,0,1,C,C,0,1,,1,CC,1,0
15,1,1500,0,1,D,C,0,1,,1,DC,0,0
15,1,1509,0,1,C,C,0,1,,1,CC,1,0
15,1,1520,1,1,C,C,0,0,0,,CC,1,0
15,1,1506,1,0,C,C,0,1,1,,CC,1,0
15,1,1519,0,1,C,C,0,1,,1,CC,1,0
15,1,1514,0,0,C,C,0,0,,0,CC,1,0
15,1,1500,0,1,D,C,0,1,,1,DC,0,0
15,1,1517,0,1,D,C,0,1,,1,DC,0,0
15,1,1514,0,0,C,C,0,0,,0,CC,1,0
15,1,1516,0,1,D,C,0,1,,1,DC,0,0
15,1,1505,0,1,C,D,1,1,,1,CD,0,0
15,1,1503,0,1,C,C,0,1,,1,CC,1,0
15,1,1506,0,1,C,C,0,1,,1,CC,1,0
15,1,1503,0,1,C,C,0,1,,1,CC,1,0
15,1,1506,0,1,C,D,1,1,,1,CD,0,0
15,2,1509,0,1,C,C,0,1,,1,CC,1,0
15,2,1520,1,1,C,C,0,0,0,,CC,1,0
15,2,1517,0,1,C,C,0,1,,1,CC,1,0
15,2,1515,1,1,C,C,0,0,0,,CC,1,0
15,2,1514,0,1,C,C,0,1,,1,CC,1,0
15,2,1500,1,1,D,C,0,0,0,,DC,0,0
15,2,1519,1,1,C,C,0,0,0,,CC,1,0
15,2,1513,1,1,C,C,0,0,0,,CC,1,0
15,2,1505,1,0,D,C,0,1,1,,DC,0,0
15,2,1515,0,0,C,D,1,0,,0,CD,0,0
15,2,1513,1,1,C,C,0,0,0,,CC,1,0
15,2,1519,0,1,C,D,1,1,,1,CD,0,0
15,2,1514,0,1,C,C,0,1,,1,CC,1,0
15,2,1513,0,0,C,C,0,0,,0,CC,1,0
15,2,1506,1,0,C,C,0,1,1,,CC,1,0
15,2,1514,0,1,C,C,0,1,,1,CC,1,0
15,2,1513,0,0,C,C,0,0,,0,CC,1,0
15,2,1516,0,1,C,C,0,1,,1,CC,1,0
15,2,1517,0,1,C,C,0,1,,1,CC,1,0
15,2,1506,0,1,C,C,0,1,,1,CC,1,0
15,2,1505,0,1,D,C,0,1,,1,DC,0,0
15,2,1516,0,1,C,C,0,1,,1,CC,1,0
15,2,1505,0,1,D,D,1,1,,1,DD,0,1
15,3,1500,1,0,D,D,1,1,1,,DD,0,1
15,3,1506,1,1,C,C,0,0,0,,CC,1,0
15,3,1500,0,1,D,C,0,1,,1,DC,0,0
15,3,1516,1,1,C,D,1,0,0,,CD,0,0
15,3,1509,1,0,C,D,1,1,1,,CD,0,0
15,3,1515,0,1,C,C,0,1,,1,CC,1,0
15,3,1503,1,1,C,C,0,0,0,,CC,1,0
15,3,1500,0,1,D,C,0,1,,1,DC,0,0
15,3,1517,1,1,C,C,0,0,0,,CC,1,0
15,3,1506,1,1,C,C,0,0,0,,CC,1,0
15,3,1516,0,1,C,C,0,1,,1,CC,1,0
15,3,1520,1,1,C,C,0,0,0,,CC,1,0
15,3,1509,0,1,C,C,0,1,,1,CC,1,0
15,3,1503,1,1,C,C,0,0,0,,CC,1,0
15,3,1515,0,1,C,D,1,1,,1,CD,0,0
15,3,1506,0,1,C,C,0,1,,1,CC,1,0
15,3,1520,0,1,C,C,0,1,,1,CC,1,0
15,3,1520,0,1,C,C,0,1,,1,CC,1,0
15,3,1503,1,1,C,C,0,0,0,,CC,1,0
15,3,1517,0,1,C,C,0,1,,1,CC,1,0
15,3,1503,0,0,C,D,1,0,,0,CD,0,0
15,3,1519,1,1,D,D,1,0,0,,DD,0,1
15,3,1519,1,1,D,D,1,0,0,,DD,0,1
15,4,1500,0,0,D,D,1,0,,0,DD,0,1
15,4,1516,1,1,C,C,0,0,0,,CC,1,0
15,4,1505,1,0,D,C,0,1,1,,DC,0,0
15,4,1503,1,1,C,C,0,0,0,,CC,1,0
15,4,1513,1,1,C,D,1,0,0,,CD,0,0
15,4,1509,1,1,C,C,0,0,0,,CC,1,0
15,4,1517,1,1,C,C,0,0,0,,CC,1,0
15,4,1503,1,1,C,C,0,0,0,,CC,1,0
15,4,1506,1,1,C,C,0,0,0,,CC,1,0
15,4,1513,0,0,C,C,0,0,,0,CC,1,0
15,4,1520,1,1,C,C,0,0,0,,CC,1,0
15,4,1509,1,1,C,C,0,0,0,,CC,1,0
15,4,1503,1,0,C,D,1,1,1,,CD,0,0
15,4,1520,1,1,C,C,0,0,0,,CC,1,0
15,4,1519,1,0,C,D,1,1,1,,CD,0,0
15,4,1509,0,1,C,C,0,1,,1,CC,1,0
15,4,1517,1,1,C,C,0,0,0,,CC,1,0
15,4,1516,1,1,C,C,0,0,0,,CC,1,0
15,4,1517,1,1,C,C,0,0,0,,CC,1,0
15,4,1516,0,1,C,C,0,1,,1,CC,1,0
15,4,1517,0,1,C,C,0,1,,1,CC,1,0
15,4,1519,1,1,C,D,1,0,0,,CD,0,0
15,4,1519,0,1,C,C,0,1,,1,CC,1,0
15,5,1517,1,1,C,C,0,0,0,,CC,1,0
15,5,1503,1,1,C,C,0,0,0,,CC,1,0
15,5,1513,1,1,C,C,0,0,0,,CC,1,0
15,5,1519,1,1,D,C,0,0,0,,DC,0,0
15,5,1515,1,0,C,D,1,1,1,,CD,0,0
15,5,1509,0,0,C,D,1,0,,0,CD,0,0
15,5,1503,1,1,C,C,0,0,0,,CC,1,0
15,5,1514,0,1,C,C,0,1,,1,CC,1,0
15,5,1506,1,1,C,C,0,0,0,,CC,1,0
15,5,1513,1,1,C,C,0,0,0,,CC,1,0
15,5,1505,1,1,C,C,0,0,0,,CC,1,0
15,5,1515,1,0,C,D,1,1,1,,CD,0,0
15,5,1513,1,1,C,C,0,0,0,,CC,1,0
15,5,1506,1,1,C,C,0,0,0,,CC,1,0
15,5,1505,0,1,C,C,0,1,,1,CC,1,0
15,5,1513,0,0,C,C,0,0,,0,CC,1,0
15,5,1506,1,1,C,C,0,0,0,,CC,1,0
15,5,1505,0,1,C,C,0,1,,1,CC,1,0
15,5,1506,0,1,C,D,1,1,,1,CD,0,0
15,5,1520,1,1,D,C,0,0,0,,DC,0,0
15,5,1519,0,1,D,C,0,1,,1,DC,0,0
15,5,1516,1,1,C,C,0,0,0,,CC,1,0
15,5,1516,0,1,C,D,1,1,,1,CD,0,0
15,6,1503,1,1,C,C,0,0,0,,CC,1,0
15,6,1519,1,1,C,C,0,0,0,,CC,1,0
15,6,1509,1,1,C,C,0,0,0,,CC,1,0
15,6,1500,1,1,D,C,0,0,0,,DC,0,0
15,6,1515,1,1,C,C,0,0,0,,CC,1,0
15,6,1514,1,1,C,C,0,0,0,,CC,1,0
15,6,1505,1,1,D,C,0,0,0,,DC,0,0
15,6,1513,1,1,C,C,0,0,0,,CC,1,0
15,6,1516,1,1,D,D,1,0,0,,DD,0,1
15,6,1503,0,1,C,C,0,1,,1,CC,1,0
15,6,1500,0,1,D,C,0,1,,1,DC,0,0
15,6,1509,1,1,C,C,0,0,0,,CC,1,0
15,6,1514,1,0,C,D,1,1,1,,CD,0,0
15,6,1516,1,1,D,C,0,0,0,,DC,0,0
15,6,1513,1,1,C,C,0,0,0,,CC,1,0
15,6,1506,1,1,C,C,0,0,0,,CC,1,0
15,6,1509,1,1,C,C,0,0,0,,CC,1,0
15,6,1516,1,1,D,C,0,0,0,,DC,0,0
15,6,1517,1,1,C,C,0,0,0,,CC,1,0
15,6,1509,1,1,C,C,0,0,0,,CC,1,0
15,6,1517,1,1,C,C,0,0,0,,CC,1,0
15,6,1509,0,0,C,D,1,0,,0,CD,0,0
15,6,1517,1,1,C,D,1,0,0,,CD,0,0
15,7,1515,1,1,C,C,0,0,0,,CC,1,0
15,7,1519,1,1,D,C,0,0,0,,DC,0,0
15,7,1500,0,1,D,C,0,1,,1,DC,0,0
15,7,1509,1,1,C,C,0,0,0,,CC,1,0
15,7,1514,1,1,C,C,0,0,0,,CC,1,0
15,7,1515,0,1,C,C,0,1,,1,CC,1,0
15,7,1505,1,1,C,D,1,0,0,,CD,0,0
15,7,1506,1,0,C,C,0,1,1,,CC,1,0
15,7,1516,1,1,C,C,0,0,0,,CC,1,0
15,7,1503,1,1,C,C,0,0,0,,CC,1,0
15,7,1505,1,0,C,C,0,1,1,,CC,1,0
15,7,1516,0,1,C,C,0,1,,1,CC,1,0
15,7,1513,1,1,C,C,0,0,0,,CC,1,0
15,7,1505,0,1,C,D,1,1,,1,CD,0,0
15,7,1503,1,1,C,C,0,0,0,,CC,1,0
15,7,1513,1,0,C,D,1,1,1,,CD,0,0
15,7,1517,1,1,C,C,0,0,0,,CC,1,0
15,7,1520,1,0,C,C,0,1,1,,CC,1,0
15,7,1503,1,0,C,D,1,1,1,,CD,0,0
15,7,1503,0,1,C,C,0,1,,1,CC,1,0
15,7,1517,1,1,C,C,0,0,0,,CC,1,0
15,7,1517,1,0,C,D,1,1,1,,CD,0,0
15,7,1500,0,0,D,D,1,0,,0,DD,0,1
15,8,1515,1,1,C,C,0,0,0,,CC,1,0
15,8,1503,1,1,C,C,0,0,0,,CC,1,0
15,8,1519,1,1,D,C,0,0,0,,DC,0,0
15,8,1509,1,1,C,C,0,0,0,,CC,1,0
15,8,1515,1,1,C,C,0,0,0,,CC,1,0
15,8,1520,1,0,C,D,1,1,1,,CD,0,0
15,8,1503,1,1,C,C,0,0,0,,CC,1,0
15,8,1519,0,0,D,D,1,0,,0,DD,0,1
15,8,1517,1,1,C,C,0,0,0,,CC,1,0
15,8,1513,1,0,C,D,1,1,1,,CD,0,0
15,8,1505,1,0,D,C,0,1,1,,DC,0,0
15,8,1506,1,1,C,C,0,0,0,,CC,1,0
15,8,1509,1,0,C,D,1,1,1,,CD,0,0
15,8,1506,1,1,C,C,0,0,0,,CC,1,0
15,8,1509,0,0,C,D,1,0,,0,CD,0,0
15,8,1505,0,0,D,C,0,0,,0,DC,0,0
15,8,1505,0,0,D,C,0,0,,0,DC,0,0
15,8,1517,1,1,C,C,0,0,0,,CC,1,0
15,8,1506,1,0,C,C,0,1,1,,CC,1,0
15,8,1517,0,0,C,D,1,0,,0,CD,0,0
15,8,1506,1,0,C,C,0,1,1,,CC,1,0
15,8,1506,0,0,C,D,1,0,,0,CD,0,0
15,8,1517,0,1,C,C,0,1,,1,CC,1,0
19,1,1917,1,1,C,C,0,0,0,,CC,1,0
19,1,1916,1,0,C,D,1,1,1,,CD,0,0
19,1,1923,1,1,C,C,0,0,0,,CC,1,0
19,1,1936,1,1,C,C,0,0,0,,CC,1,0
19,1,1910,1,1,C,C,0,0,0,,CC,1,0
19,1,1924,0,1,C,C,0,1,,1,CC,1,0
19,1,1907,1,1,D,C,0,0,0,,DC,0,0
19,1,1901,0,1,C,D,1,1,,1,CD,0,0
19,1,1927,1,0,C,D,1,1,1,,CD,0,0
19,1,1921,1,1,D,C,0,0,0,,DC,0,0
19,1,1900,0,1,C,C,0,1,,1,CC,1,0
19,1,1908,0,1,D,C,0,1,,1,DC,0,0
19,1,1916,1,1,C,C,0,0,0,,CC,1,0
19,1,1917,1,1,C,C,0,0,0,,CC,1,0
19,1,1938,1,1,C,C,0,0,0,,CC,1,0
19,1,1918,1,1,C,C,0,0,0,,CC,1,0
19,1,1903,0,1,C,C,0,1,,1,CC,1,0
19,1,1904,0,1,D,C,0,1,,1,DC,0,0
19,1,1907,0,0,D,D,1,0,,0,DD,0,1
19,1,1902,1,1,D,D,1,0,0,,DD,0,1
19,1,1923,1,1,C,D,1,0,0,,CD,0,0
19,1,1936,1,1,C,C,0,0,0,,CC,1,0
19,1,1924,0,1,C,D,1,1,,1,CD,0,0
19,1,1901,0,1,C,C,0,1,,1,CC,1,0
19,1,1927,0,1,C,C,0,1,,1,CC,1,0
19,1,1910,1,0,C,C,0,1,1,,CC,1,0
19,1,1907,0,0,D,C,0,0,,0,DC,0,0
19,1,1900,0,1,C,D,1,1,,1,CD,0,0
19,1,1916,1,1,C,C,0,0,0,,CC,1,0
19,1,1935,1,1,D,C,0,0,0,,DC,0,0
19,1,1912,1,0,C,D,1,1,1,,CD,0,0
19,1,1937,1,0,C,C,0,1,1,,CC,1,0
19,1,1904,0,0,D,D,1,0,,0,DD,0,1
19,1,1938,0,1,C,D,1,1,,1,CD,0,0
19,1,1914,0,0,C,D,1,0,,0,CD,0,0
19,1,1917,0,0,C,D,1,0,,0,CD,0,0
19,1,1902,1,1,D,D,1,0,0,,DD,0,1
19,1,1907,0,0,D,C,0,0,,0,DC,0,0
19,1,1930,0,1,D,C,0,1,,1,DC,0,0
19,1,1916,1,1,C,C,0,0,0,,CC,1,0
19,1,1918,0,1,C,D,1,1,,1,CD,0,0
19,1,1936,0,0,C,C,0,0,,0,CC,1,0
19,1,1908,0,0,D,C,0,0,,0,DC,0,0
19,1,1905,1,1,D,D,1,0,0,,DD,0,1
19,1,1915,1,1,D,D,1,0,0,,DD,0,1
19,1,1924,0,0,C,C,0,0,,0,CC,1,0
19,1,1927,0,1,C,C,0,1,,1,CC,1,0
19,1,1903,0,0,C,D,1,0,,0,CD,0,0
19,1,1901,0,1,C,C,0,1,,1,CC,1,0
19,1,1904,0,0,D,D,1,0,,0,DD,0,1
19,1,1911,0,1,D,D,1,1,,1,DD,0,1
19,1,1923,0,1,C,C,0,1,,1,CC,1,0
19,1,1917,0,1,C,C,0,1,,1,CC,1,0
19,1,1909,0,1,C,C,0,1,,1,CC,1,0
19,1,1938,0,1,C,D,1,1,,1,CD,0,0
19,1,1907,0,0,D,C,0,0,,0,DC,0,0
19,1,1916,0,0,C,C,0,0,,0,CC,1,0
19,1,1914,0,1,C,D,1,1,,1,CD,0,0
19,1,1937,1,1,C,C,0,0,0,,CC,1,0
19,1,1935,0,1,D,C,0,1,,1,DC,0,0
19,1,1924,0,1,C,D,1,1,,1,CD,0,0
19,1,1936,0,0,C,C,0,0,,0,CC,1,0
19,1,1904,0,1,D,C,0,1,,1,DC,0,0
19,1,1907,0,0,D,D,1,0,,0,DD,0,1
19,1,1910,0,0,C,D,1,0,,0,CD,0,0
19,1,1915,1,1,D,D,1,0,0,,DD,0,1
19,1,1916,0,0,C,C,0,0,,0,CC,1,0
19,1,1927,0,0,C,D,1,0,,0,CD,0,0
19,1,1903,0,1,C,C,0,1,,1,CC,1,0
19,1,1914,0,0,C,C,0,0,,0,CC,1,0
19,1,1901,0,1,C,C,0,1,,1,CC,1,0
19,1,1937,0,0,C,D,1,0,,0,CD,0,0
19,1,1907,0,0,D,C,0,0,,0,DC,0,0
19,1,1925,1,1,D,C,0,0,0,,DC,0,0
19,1,1936,0,1,C,D,1,1,,1,CD,0,0
19,1,1908,0,1,D,C,0,1,,1,DC,0,0
19,1,1935,0,1,D,C,0,1,,1,DC,0,0
19,1,1902,0,0,D,C,0,0,,0,DC,0,0
19,1,1911,0,1,D,D,1,1,,1,DD,0,1
19,1,1907,0,0,D,C,0,0,,0,DC,0,0
19,1,1927,0,0,C,D,1,0,,0,CD,0,0
19,1,1916,0,0,C,D,1,0,,0,CD,0,0
19,1,1901,0,0,C,D,1,0,,0,CD,0,0
19,1,1914,0,1,C,C,0,1,,1,CC,1,0
19,1,1923,0,0,C,C,0,0,,0,CC,1,0
19,1,1921,1,1,D,C,0,0,0,,DC,0,0
19,1,1903,0,1,C,C,0,1,,1,CC,1,0
19,1,1908,0,0,D,D,1,0,,0,DD,0,1
19,1,1912,0,0,C,D,1,0,,0,CD,0,0
19,1,1925,1,1,D,C,0,0,0,,DC,0,0
19,1,1922,0,1,C,C,0,1,,1,CC,1,0
19,1,1937,0,1,C,D,1,1,,1,CD,0,0
19,1,1936,0,1,C,C,0,1,,1,CC,1,0
19,1,1916,0,0,C,C,0,0,,0,CC,1,0
19,1,1902,0,1,D,D,1,1,,1,DD,0,1
19,1,1935,0,0,D,C,0,0,,0,DC,0,0
19,1,1910,0,0,C,D,1,0,,0,CD,0,0
19,1,1927,0,0,C,D,1,0,,0,CD,0,0
19,1,1923,0,0,C,D,1,0,,0,CD,0,0
19,1,1925,0,0,D,C,0,0,,0,DC,0,0
19,1,1912,0,1,C,C,0,1,,1,CC,1,0
19,1,1921,1,1,D,D,1,0,0,,DD,0,1
19,1,1916,0,0,C,D,1,0,,0,CD,0,0
19,1,1911,0,1,D,D,1,1,,1,DD,0,1
19,1,1936,0,0,C,C,0,0,,0,CC,1,0
19,1,1935,0,1,D,C,0,1,,1,DC,0,0
19,1,1903,0,1,C,C,0,1,,1,CC,1,0
19,1,1919,1,1,C,D,1,0,0,,CD,0,0
19,1,1902,0,0,D,C,0,0,,0,DC,0,0
19,1,1925,0,1,D,D,1,1,,1,DD,0,1
19,1,1905,1,1,D,C,0,0,0,,DC,0,0
19,1,1915,1,1,D,D,1,0,0,,DD,0,1
19,1,1912,0,0,C,D,1,0,,0,CD,0,0
19,1,1922,0,1,C,C,0,1,,1,CC,1,0
19,1,1910,0,0,C,D,1,0,,0,CD,0,0
19,1,1935,0,1,D,C,0,1,,1,DC,0,0
19,1,1902,0,1,D,D,1,1,,1,DD,0,1
19,1,1934,1,0,C,C,0,1,1,,CC,1,0
19,1,1921,0,0,D,C,0,0,,0,DC,0,0
19,1,1905,0,1,D,C,0,1,,1,DC,0,0
19,1,1915,0,1,D,C,0,1,,1,DC,0,0
19,1,1925,0,1,D,D,1,1,,1,DD,0,1
19,1,1912,0,0,C,D,1,0,,0,CD,0,0
19,1,1935,0,0,D,C,0,0,,0,DC,0,0
19,1,1922,0,1,C,C,0,1,,1,CC,1,0
19,1,1919,0,1,C,D,1,1,,1,CD,0,0
19,1,1934,1,1,C,C,0,0,0,,CC,1,0
19,1,1921,0,1,D,D,1,1,,1,DD,0,1
19,1,1915,0,1,D,C,0,1,,1,DC,0,0
19,1,1925,0,1,D,C,0,1,,1,DC,0,0
19,1,1902,0,0,D,C,0,0,,0,DC,0,0
19,1,1919,0,1,C,D,1,1,,1,CD,0,0
19,1,1922,0,0,C,D,1,0,,0,CD,0,0
19,1,1928,0,1,D,D,1,1,,1,DD,0,1
19,1,1925,0,0,D,C,0,0,,0,DC,0,0
19,1,1921,0,1,D,D,1,1,,1,DD,0,1
19,1,1934,0,0,C,C,0,0,,0,CC,1,0
19,1,1902,0,0,D,C,0,0,,0,DC,0,0
19,1,1925,0,1,D,D,1,1,,1,DD,0,1
19,1,1919,0,1,C,D,1,1,,1,CD,0,0
19,1,1934,0,0,C,D,1,0,,0,CD,0,0
19,1,1934,0,1,C,C,0,1,,1,CC,1,0
19,1,1934,0,1,C,C,0,1,,1,CC,1,0
19,1,1934,0,1,C,D,1,1,,1,CD,0,0
19,1,1934,0,1,C,C,0,1,,1,CC,1,0
19,1,1928,0,1,D,D,1,1,,1,DD,0,1
19,1,1913,0,1,C,D,1,1,,1,CD,0,0
19,1,1913,0,1,C,C,0,1,,1,CC,1,0
19,1,1913,0,0,C,C,0,0,,0,CC,1,0
19,1,1913,0,1,C,C,0,1,,1,CC,1,0
19,1,1928,0,1,D,D,1,1,,1,DD,0,1
19,1,1928,0,1,D,C,0,1,,1,DC,0,0
19,1,1928,0,1,D,C,0,1,,1,DC,0,0
19,1,1928,0,1,D,C,0,1,,1,DC,0,0
19,2,1923,1,1,C,C,0,0,0,,CC,1,0
19,2,1903,1,1,C,C,0,0,0,,CC,1,0
19,2,1937,1,0,C,D,1,1,1,,CD,0,0
19,2,1907,1,1,D,C,0,0,0,,DC,0,0
19,2,1927,1,0,C,D,1,1,1,,CD,0,0
19,2,1905,1,0,D,D,1,1,1,,DD,0,1
19,2,1914,1,1,C,C,0,0,0,,CC,1,0
19,2,1908,1,1,D,C,0,0,0,,DC,0,0
19,2,1915,1,1,D,D,1,0,0,,DD,0,1
19,2,1918,1,1,C,C,0,0,0,,CC,1,0
19,2,1900,1,1,C,C,0,0,0,,CC,1,0
19,2,1934,1,0,C,C,0,1,1,,CC,1,0
19,2,1922,1,1,D,C,0,0,0,,DC,0,0
19,2,1902,1,0,C,C,0,1,1,,CC,1,0
19,2,1912,1,1,C,C,0,0,0,,CC,1,0
19,2,1907,0,0,D,D,1,0,,0,DD,0,1
19,2,1923,1,1,C,C,0,0,0,,CC,1,0
19,2,1903,0,1,C,C,0,1,,1,CC,1,0
19,2,1901,1,0,C,D,1,1,1,,CD,0,0
19,2,1937,1,0,C,D,1,1,1,,CD,0,0
19,2,1935,1,1,D,C,0,0,0,,DC,0,0
19,2,1910,1,0,C,D,1,1,1,,CD,0,0
19,2,1904,1,1,D,C,0,0,0,,DC,0,0
19,2,1914,1,1,C,C,0,0,0,,CC,1,0
19,2,1934,1,0,C,C,0,1,1,,CC,1,0
19,2,1927,0,0,C,D,1,0,,0,CD,0,0
19,2,1900,1,1,C,C,0,0,0,,CC,1,0
19,2,1905,1,1,D,C,0,0,0,,DC,0,0
19,2,1915,1,1,D,C,0,0,0,,DC,0,0
19,2,1909,0,1,C,C,0,1,,1,CC,1,0
19,2,1907,0,0,D,C,0,0,,0,DC,0,0
19,2,1916,1,1,C,C,0,0,0,,CC,1,0
19,2,1901,1,0,C,D,1,1,1,,CD,0,0
19,2,1912,1,1,C,C,0,0,0,,CC,1,0
19,2,1903,0,1,C,C,0,1,,1,CC,1,0
19,2,1935,0,1,D,C,0,1,,1,DC,0,0
19,2,1908,1,1,D,D,1,0,0,,DD,0,1
19,2,1917,1,1,C,C,0,0,0,,CC,1,0
19,2,1907,0,0,D,C,0,0,,0,DC,0,0
19,2,1919,1,0,C,D,1,1,1,,CD,0,0
19,2,1934,1,0,C,C,0,1,1,,CC,1,0
19,2,1922,1,1,D,C,0,0,0,,DC,0,0
19,2,1904,0,1,D,C,0,1,,1,DC,0,0
19,2,1900,1,1,C,C,0,0,0,,CC,1,0
19,2,1916,1,1,C,C,0,0,0,,CC,1,0
19,2,1927,0,1,C,C,0,1,,1,CC,1,0
19,2,1915,0,0,D,D,1,0,,0,DD,0,1
19,2,1937,0,1,C,D,1,1,,1,CD,0,0
19,2,1905,1,0,D,D,1,1,1,,DD,0,1
19,2,1901,1,0,C,D,1,1,1,,CD,0,0
19,2,1914,0,0,C,D,1,0,,0,CD,0,0
19,2,1910,1,0,C,D,1,1,1,,CD,0,0
19,2,1903,0,1,C,C,0,1,,1,CC,1,0
19,2,1930,0,1,D,C,0,1,,1,DC,0,0
19,2,1907,0,0,D,C,0,0,,0,DC,0,0
19,2,1924,1,0,C,D,1,1,1,,CD,0,0
19,2,1935,0,0,D,D,1,0,,0,DD,0,1
19,2,1916,0,1,C,C,0,1,,1,CC,1,0
19,2,1904,0,1,D,C,0,1,,1,DC,0,0
19,2,1925,1,0,D,C,0,1,1,,DC,0,0
19,2,1912,0,1,C,C,0,1,,1,CC,1,0
19,2,1900,0,1,C,C,0,1,,1,CC,1,0
19,2,1917,1,1,C,C,0,0,0,,CC,1,0
19,2,1908,1,1,D,C,0,0,0,,DC,0,0
19,2,1919,0,0,C,D,1,0,,0,CD,0,0
19,2,1901,1,0,C,D,1,1,1,,CD,0,0
19,2,1915,0,0,D,C,0,0,,0,DC,0,0
19,2,1934,1,0,C,C,0,1,1,,CC,1,0
19,2,1927,0,1,C,C,0,1,,1,CC,1,0
19,2,1907,0,0,D,D,1,0,,0,DD,0,1
19,2,1903,0,1,C,C,0,1,,1,CC,1,0
19,2,1914,0,1,C,C,0,1,,1,CC,1,0
19,2,1935,0,1,D,C,0,1,,1,DC,0,0
19,2,1922,1,0,D,D,1,1,1,,DD,0,1
19,2,1930,0,1,D,C,0,1,,1,DC,0,0
19,2,1900,0,1,C,C,0,1,,1,CC,1,0
19,2,1937,0,0,C,C,0,0,,0,CC,1,0
19,2,1916,0,1,C,C,0,1,,1,CC,1,0
19,2,1924,0,1,C,D,1,1,,1,CD,0,0
19,2,1904,0,1,D,C,0,1,,1,DC,0,0
19,2,1917,1,0,C,D,1,1,1,,CD,0,0
19,2,1905,0,0,D,C,0,0,,0,DC,0,0
19,2,1902,1,0,C,C,0,1,1,,CC,1,0
19,2,1925,1,1,D,C,0,0,0,,DC,0,0
19,2,1914,0,1,C,C,0,1,,1,CC,1,0
19,2,1901,0,1,C,C,0,1,,1,CC,1,0
19,2,1919,0,0,C,C,0,0,,0,CC,1,0
19,2,1912,0,1,C,C,0,1,,1,CC,1,0
19,2,1930,0,1,D,D,1,1,,1,DD,0,1
19,2,1904,0,1,D,C,0,1,,1,DC,0,0
19,2,1910,0,0,C,D,1,0,,0,CD,0,0
